No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,BEEL성과평가손실률,BEEL_OTC_EVLSEPL_RT,NUMBER,11,6,BEEL방식으로 산출한 손실률 - RAPM시스템에서 사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,BEEL성과평가신용회수율,BEEL_OTC_EVL_CRD_RCM_RT,NUMBER,11,6,BEEL방식으로 산출한 신용회수율 - RAPM시스템에서 사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,BEEL손실률,BEEL_LSS_RT,NUMBER,11,6,예상 손실의 최적 추정치(BEEL : Best Estimate Expected Loss) 산출에 사용되어지는 손실률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,BEEL신용비용률,BEEL_CRD_XP_RT,NUMBER,11,6,예상 손실의 최적 추정치(BEEL : Best Estimate Expected Loss) 산출에 사용되어지는 신용비용률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,BEEL신용비용비율,BEEL_CRD_XP_RATO,NUMBER,11,6,BEEL방식의 신용비용비율 추정값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,BEEL신용손실률,BEEL_CRD_LSS_RT,NUMBER,11,6,BEEL방식의 신용손실률 추정값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,BEEL신용최저손실률,BEEL_CRD_LOW_LSS_RT,NUMBER,11,6,BEEL방법으로 추정한 신용 최저 손실률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,BEEL신용회수율,BEEL_CRD_RCM_RT,NUMBER,11,6,BEEL방식으로 산출한 신용회수율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,BEEL정상화율,BEEL_NOZT_RT,NUMBER,11,6,BEEL방식의 정상화율 추정값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,BEEL최저손실률,BEEL_LOW_LSS_RT,NUMBER,11,6,BEEL방법으로 추정한 최저 손실률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,BEEL추정손실률,BEEL_ASP_LSS_RT,NUMBER,11,6,추정한 BEEL 손실률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,BEEL추정회수율,BEEL_ASP_RCM_RT,NUMBER,11,6,BEEL방법으로 추정한 회수율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,BEEL회복률,BEEL_RECR_RT,NUMBER,11,6,BEEL방식의 회복율 추정값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,BEEL회복비용률,BEEL_RECR_XP_RT,NUMBER,11,6,예상 손실의 최적 추정치(BEEL : Best Estimate Expected Loss) 산출에 사용되어지는 회복비용률(부도 계좌가 정상계좌로 복원되는 과정에서 발생되는 비용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,BEEL회복비용비율,BEEL_RECR_XP_RATO,NUMBER,11,6,BEEL방식의 회복비용비율 추정값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,BEEL회수율,BEEL_RCM_RT,NUMBER,11,6,예상 손실의 최적 추정치(BEEL : Best Estimate Expected Loss) 산출에 사용되어지는 회수률,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,BIA관리ID,BIA_MNG_ID,VARCHAR2,2,,BIA(업무영향평가) 관리를 위한 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,BIA대상여부,BIA_TGT_YN,VARCHAR2,1,,해당부점-단위업무ID의 BIA대상여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,BIA시스템그룹코드,BIA_SYS_GRP_C,VARCHAR2,2,,해당 부점에서 사용하는 BIA대상 시스템그룹코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,BIA시스템명,BIA_SYS_NM,VARCHAR2,60,,시스템코드에 따른 시스템명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,BIA시스템설명,BIA_SYS_DES,VARCHAR2,2000,,시스템코드에 따른 시스템설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,BIA시스템코드,BIA_SYS_C,VARCHAR2,6,,해당 부점에서 사용하는 시스템코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,BIA진행상태코드,BIA_PRG_STS_C,VARCHAR2,2,,BIA진행상태를 관리하기 위한 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,BIC고객번호,BIC_CNO,VARCHAR2,8,,BIC코드에 해당하는 고객번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,BIC관리번호,BIC_MNG_NO,VARCHAR2,8,,BIC정보를 관리하기 위한 관리번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,BIC기관명,BIC_IST_NM,VARCHAR2,200,,BIC에서 관리하는 은행코드의 기관의 명을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,BIC기타내용,BIC_ETC_CONE,VARCHAR2,300,,BIC에서 관리하는 은행코드의 기타정보를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,BIC도시명,BIC_CTY_NM,VARCHAR2,100,,BIC에서 관리하는 은행코드의 도시명을 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,BIC등록구분코드,BIC_ENR_TC,VARCHAR2,2,,BIC 등록채번을 구분하여 관리하는 코드이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,BIC부가가치서비스내용,BIC_ADN_WOR_SVC_CONE,VARCHAR2,300,,BIC에서 관리하는 부가 정보를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,BIC부서명,BIC_DPM_NM,VARCHAR2,100,,BIC 정보의 해당 기관의 부서 정보를 말한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,BIC사서함번호,BIC_POB_NO,VARCHAR2,16,,BIC 주소 체계에서 사용하는 Post Box 사서함번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,BIC사서함소재주소,BIC_POB_LCT_ADDR,VARCHAR2,300,,BIC에서 관리하는 은행코드의 사서함 소재지를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,BIC사서함지역명,BIC_POB_ARE_NM,VARCHAR2,100,,BIC에서 관리하는 은행 정보중 지역명을 의미하는 속성이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,BIC상태코드,BIC_STS_C,VARCHAR2,2,,BIC  상태를 관리하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,BIC서브부서명,BIC_SUB_DPM_NM,VARCHAR2,100,,BIC 정보의 해당 기관의 Sub 부서 정보를 말한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,BIC서브유형구분코드,BIC_SUB_TP_TC,VARCHAR2,4,,SWIFT협회에서 제공하는 BIC를 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,BIC소재주소,BIC_LCT_ADDR,VARCHAR2,300,,BIC에서 관리하는 은행코드의 소재지 주소를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,BIC수정여부,BIC_AMN_YN,VARCHAR2,1,,BIC 정보가 수정 되었는지 여부를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,BIC업로드일시,BIC_UPLD_DTM,DATE,,,BIC 코드 정보를 일괄로 업로드 할 경우 해당 하는 일자를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,BIC영문명,BIC_WREN_NM,VARCHAR2,120,,BIC코드에 해당하는 기관의 영문명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,BIC영문약어명,BIC_WREN_ABV_NM,VARCHAR2,40,,BIC 코드에 해당하는 기관의 영문약어명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,BIC우편번호,BIC_ZIP,VARCHAR2,20,,BIC 주소 체계 중 POST Code에 해당하는 우편번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,BIC은행명,BIC_BNK_NM,VARCHAR2,200,,BIC 정보의 은행명을 말한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,BIC주소,BIC_ADDR,VARCHAR2,300,,BIC에서 관리하는 은행코드의 주소를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,BIC주소거리명,BIC_ADDR_STRT_NM,VARCHAR2,100,,BIC 정보의 해당 기관 주소 중 Street Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,BIC주소건물명,BIC_ADDR_BLDG_NM,VARCHAR2,40,,BIC 정보의 해당 기관 주소 중 건물명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,BIC주소건물번호,BIC_ADDR_BLDG_NO,VARCHAR2,16,,BIC 정보의 해당 기관 주소의 건물(빌딩)번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,BIC주소구역명,BIC_ADDR_DST_NM,VARCHAR2,40,,BIC 정보의 주소 정보 중 District Name 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,BIC주소국가명,BIC_ADDR_NTN_NM,VARCHAR2,100,,BIC 정보의 주소 정보 중 국가 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,BIC주소국가코드,BIC_ADDR_NTN_C,VARCHAR2,2,,BIC 정보 중 기관의 주소 정보중 국가코드 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,BIC주소명,BIC_ADDR_NM,VARCHAR2,40,,BIC코드에 해당하는 기관의 주소명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,BIC주소방명,BIC_ADDR_ROM_NM,VARCHAR2,100,,BIC 정보의 해당 기관 주소의 ROOM 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,BIC주소층내용,BIC_ADDR_FLR_CONE,VARCHAR2,80,,BIC 정보의 해당 기관 주소의 층,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,BIC주소타운명,BIC_ADDR_TOWN_NM,VARCHAR2,40,,BIC 정보의 해당 기관 주소 정보 중 TOWN NAME 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,BIC주소타운소재명,BIC_ADDR_TOWN_LCT_NM,VARCHAR2,40,,BIC 정보의 해당 기관 주소 정보 중 Town Location Name 정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,BIC주소행정구역명,BIC_ADDR_AOG_DST_NM,VARCHAR2,40,,BIC 정보의 해당 기관 주소 정보 중  Country Sub Divition에 해당하는 정보 (행정구역으로 미국은 State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,BIC지역명,BIC_ARE_NM,VARCHAR2,40,,BIC코드에 해당하는  지역의 명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,BIC지점명,BIC_BR_NM,VARCHAR2,40,,BIC코드에 해당하는 기관 지점의 명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,BIC지점정보내용,BIC_BR_INF_CONE,VARCHAR2,300,,BIC에서 관리하는 은행코드의 지점정보를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,BIC지점한정어구분코드,BIC_BR_MOFI_TC,VARCHAR2,3,,SWIFT협회에서 제공하는 BIC BRANCH을 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,BIC채번값,BIC_GNO_VL,NUMBER,3,,BIC코드부여시 사용하는 UNIQUE한 식별번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,BIC추가내용,BIC_APN_CONE,VARCHAR2,300,,BIC에서 관리하는 추가 정보를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,BIC코드,BIC_C,VARCHAR2,11,,자동화처리를 목적으로 금융기관을 코드화 하여 SWIFT라는 표준화기구에서 금융기관 앞에 부여한 고유한 은행별 코드 [목록엔티티 : 통합고객_고객BIC코드부여기본],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,BIC코드변경여부,BIC_C_CHG_YN,VARCHAR2,1,,BIC코드항목의 변경여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,BIC하위유형표시내용,BIC_LRK_TP_IDC_CONE,VARCHAR2,300,,BIC에서 관리하는 하위 유형 정보를 의미함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,BID율,BID_RT,NUMBER,8,5,매입스왑포인트 적용이율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,BID차익환율,BID_MPF_XCR,NUMBER,9,4,[BID_마진_환율] : 통화별 BID마진(현물환BID에 -),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,BID환율,BID_XCR,NUMBER,9,4,[BID_환율] : 매입율,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,BIN번호,BIN,VARCHAR2,8,,카드상품의 BIN(상품)번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,BIN번호카드회사은행코드,BIN_CAD_CPN_BNK_C,VARCHAR2,3,,BIN번호를 관리하는 카드회사 은행코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,BISLEI번호,BIS_LEI_NO,VARCHAR2,40,,BIS에서 관리하는 LEI번호.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLEIF(www.gleif.org) 등 에서 부여하는 금융기관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,BIS계정구분코드,BIS_ATS_TC,VARCHAR2,2,,해당 익스포저 계정과목의 성격을 기준으로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,BIS계좌번호,BIS_ACT_NO,VARCHAR2,20,,신BIS에서 사용하는 통합 계좌번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,BIS고객부도상태코드,BIS_CST_DSH_STS_C,VARCHAR2,8,,이 코드는 BIS고객부도상태코드를 관리하는 코드입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,BIS구분코드,BIS_TC,VARCHAR2,2,,BIS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,BIS국내부점잔액,BIS_DOME_BBR_BBL,NUMBER,18,3,신BIS 대상 국내부점 익스포저 계정 잔액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,BIS국외부점잔액,BIS_ABD_BBR_BBL,NUMBER,18,3,신BIS 대상 국외부점 익스포저 계정 잔액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,BIS기관ID,BIS_IST_ID,VARCHAR2,3,,KDB그룹내 기관 분류를 의미함.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,BIS기관코드,BIS_IST_C,VARCHAR2,5,,BIS기관코드:Fermat의 company_code로 매핑될 코드로서 신BIS내에서 본점/국외점포/계정 등을 구분하는 코드(B_BKG:북경지점,B_SNY:선양지점,B_TYK:동경지점,S_ASS:산은자산운용,S_BRA:KDB BRAZIL,S_CAP:산은캐피탈,S_DWS:대우증권,S_HG:KDB HUNGARY,S_HKG:KDB HONG KONG,S_INF:산은인프라,S_IRE:KDB IRELAND,S_KOR:KDB 한국본점,S_UZS:KDB UZBEKISTAN,T_KOR:KDB 한국본점 신탁계정처리),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,BIS기본자본금액,BIS_BSC_CPIT_AMT,NUMBER,18,3,자기자본 산출을 위한 기본자본금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,BIS기준내부잔액,BIS_BSE_ITN_BBL,NUMBER,18,3,은행계정 : 신BIS기준-내부모형 잔액 집계[해당 계정과목 중 투자구분(UD12) = (S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,BIS기준중소기업여부,BIS_BSE_SMSC_YN,VARCHAR2,1,,신BIS의 중소기업에 해당하는지의 여부. 신BIS시스템 내에서 판단함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,BIS기준표준잔액,BIS_BSE_STD_BBL,NUMBER,18,3,은행계정 : 신BIS기준-표준모형 잔액 집계[해당 계정과목 중 투자구분(UD12) = (S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,BIS기초자산유형코드,BIS_BAS_AST_TP_C,VARCHAR2,2,,BIS에서 사용하는 기초 자산의 자산유형을 관리하는 코드(11:채권,18:CD,19:CP,20:파생상품,21:교환사채,22:전환사채,23:신주인수권부사채,24:RCPS,30:유동화증권(사채),31:금전채권신탁_신탁수익권(1종),32:기타난내,33:난외자산),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,BIS담보번호,BIS_MGE_NO,VARCHAR2,30,,해당 담보를 구별하는 식별자를 의미한다. 신BIS에서는 국내/국외 담보를 한 통으로 관리하므로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,BIS담보설정번호,BIS_MGE_SUP_NO,VARCHAR2,12,,BIS기준 담보의 설정건을 식별하는 번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,BIS동일인그룹ID,BIS_SMPR_GRP_ID,VARCHAR2,20,,BIS신용리스크에서 관리하는 동일인 그룹 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,BIS반영구분코드,BIS_RFL_TC,VARCHAR2,2,,BIS의 어느 테이블로 반영되어야 하는지의 업무 구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,BIS반영대상여부,BIS_RFL_TGT_YN,VARCHAR2,1,,[BIS_반영_대상_여부] : 담보종류코드에 대하여 BIS 산출시 반영 대상 여부를 관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,BIS반영방법코드,BIS_RFL_MANR_C,VARCHAR2,2,,이 코드는 BIS반영방법코드 정보를 관리합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,BIS보고서기타ID,BIS_REDT_ETC_ID,VARCHAR2,30,,[BIS보고서기타ID]는 등록한 코드와 관련한 기타 ID를 관리하는 속성이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,BIS보고서부가ID,BIS_REDT_ADN_ID,VARCHAR2,30,,[BIS보고서부가ID]는 등록한 코드와 관련된 부수적인 추가ID를 관리하는 속성이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,BIS보고서연계ID,BIS_REDT_LKG_ID,VARCHAR2,30,,[BIS보고서연계ID]는 등록한 코드와 연계된 ID를 관리하는 속성이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,BIS보고서집계계수,BIS_REDT_TLZ_CFC,NUMBER,3,,상위항목으로 보고서 집계시 원금액에 할당되는 계수(1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,BIS보고서참조ID,BIS_REDT_RFR_ID,VARCHAR2,30,,[BIS보고서참조ID]는 등록한 코드와 관련된 참조ID를 관리하는 속성이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,BIS보고서코드,BIS_REDT_C,VARCHAR2,40,,보고서 영역에서 사용되는 공통 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,BIS보고서코드ID,BIS_REDT_C_ID,VARCHAR2,50,,BIS보고서에서 조회되는 항목들을 관리하기 위한 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,BIS보고서코드번호,BIS_REDT_C_NO,VARCHAR2,3,,[BIS보고서코드번호]는 등록한 코드들에 대한  순번을 관리하는 속성이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,BIS보고서코드설명,BIS_REDT_C_DES,VARCHAR2,900,,'코드에 대한 기타 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,BIS보고서코드추가내용,BIS_REDT_C_APN_CONE,VARCHAR2,300,,코드에 대한 추가 정보로 사용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,BIS보고서항목ID,BIS_REDT_ITM_ID,VARCHAR2,20,,BIS보고서에서 조회되는항목들을 관리하기 위한 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,BIS보고서항목구분ID,BIS_REDT_ITM_DTT_ID,VARCHAR2,50,,보고서에서 조회되는 항목들을 관리하기 위한 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,BIS보고서항목레벨값,BIS_REDT_ITM_LEV_VL,NUMBER,5,,보고서 항목의 수준을 나타내는 값.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,BIS보고서항목명,BIS_REDT_ITM_NM,VARCHAR2,300,,BIS 보고서 출력항목에 대한 한글명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,BIS보고서항목상세분류ID,BIS_REDT_ITM_DTL_CLSF_ID,VARCHAR2,60,,BIS보고서에서 조회되는 상세항목들을 관리하기 위한 ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,BIS보고서항목설명,BIS_REDT_ITM_DES,VARCHAR2,300,,BIS보고서의 개별 항목에 대한 설명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,BIS보고서항목순위값,BIS_REDT_ITM_RKG_VL,NUMBER,4,,'보고서 항목 정렬 순위(보고서 출력용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,BIS보고서항목약어명,BIS_REDT_ITM_ABV_NM,VARCHAR2,100,,BIS 보고서내에서 출력 되는 항목의 ID별 약칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,BIS보고서항목연산자명,BIS_REDT_ITM_OPR_NM,VARCHAR2,4,,+ - * 등 보고서 항목 계산시 사용되는 연산기호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,BIS보고서항목추가내용,BIS_REDT_ITM_APN_CONE,VARCHAR2,200,,보고서와 원장 컬럼 사이의 매핑정보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,BIS부도사유코드,BIS_DSH_RSN_C,VARCHAR2,2,,부도사유를 나타내는 코드(예:잔액부족,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,BIS부도사유코드명,BIS_DSH_RSN_C_NM,VARCHAR2,500,,BIS부도사유코드의 명칭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,BIS비율,BIS_RATO,NUMBER,8,5,BIS비율을 관리하는 용어이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,BIS비율경영지표구분코드,BIS_RATO_ADON_DTP_TC,VARCHAR2,5,,BIS비율 관련 경영지표를 관리하기 위한 구분코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,BIS비율기준일자,BIS_RATO_BSE_DT,VARCHAR2,8,,BIS비율 작성 기준이 되는 일자를 관리하는 용어이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,BIS비율기준일자변경여부,BIS_RATO_BSE_DT_CHG_YN,VARCHAR2,1,,BIS비율기준일자항목의 변경여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,BIS비율변경여부,BIS_RATO_CHG_YN,VARCHAR2,1,,BIS비율항목의 변경여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,BIS비율산출순위일련번호,BIS_RATO_CPUT_RKG_SNO,NUMBER,9,,[BIS_비율_산출_순위] : BIS비율산출시의 순위,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,BIS비율충족여부,BIS_RATO_SFC_YN,VARCHAR2,1,,BIS비율을 만족하는지 여부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,BIS비율충족코드,BIS_RATO_SFC_C,VARCHAR2,2,,BIS비율 충족을 구분하는 코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,BIS사업자등록번호,BIS_BRN,VARCHAR2,20,,BIS에서 사용하는 사업자 등록번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,BIS산출대상계정여부,BIS_CPUT_TGT_ATS_YN,VARCHAR2,1,,BIS 산출 대상 계정 여부를 관리하기 위한 항목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
