No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,도메인그룹
320,1년누적수익률,Y1_ACM_ERN_RT,NUMBER,13,10,율/비율
321,1년대출연체건수내용,Y1_LD_DECY_CNT_CONE,VARCHAR2,20,,내용
322,1년물금리,VY1_IRT,NUMBER,8,5,율/비율
323,1년미만금액,UDY1_AMT,NUMBER,18,3,금액
324,1년미만이자,UDY1_INT,NUMBER,18,3,금액
325,1년보험대출기관건수내용,Y1_ISR_LD_IST_CNT_CONE,VARCHAR2,20,,내용
326,1년분할상환대출건수내용,Y1_SLT_REPA_LD_CNT_CONE,VARCHAR2,20,,내용
327,1년분할상환대출약정금액내용,Y1_SLT_REPA_LD_MCTC_AMT_CONE,VARCHAR2,20,,내용
328,1년상환예정금액,Y1_RPMP_AMT,NUMBER,18,3,금액
329,1년상환예정이자,Y1_RPMP_INT,NUMBER,18,3,금액
330,1년상환원금합계금액내용,Y1_REPA_PRA_ADU_AMT_CONE,VARCHAR2,20,,내용
331,1년선도환율,Y1_LDR_XCR,NUMBER,11,6,율/비율
332,1년소진율80퍼센트개월건수내용,Y1_VNS_RT_P80_MH_CNT_CONE,VARCHAR2,20,,내용
333,1년수수료율,Y1_FEE_RT,NUMBER,8,5,율/비율
334,1년수익률,Y1_ERN_RT,NUMBER,13,10,율/비율
335,1년스왑거래환율,Y1_SWP_TR_XCR,NUMBER,11,6,율/비율
336,1년신규금액가중가산금리,Y1_NW_AMT_WTG_ADAL_IRT,NUMBER,8,5,율/비율
337,1년신규금액구성비,Y1_NW_AMT_CFG_XP,NUMBER,18,3,금액
338,1년신규금액기준만기구성비,Y1_NW_AMT_BSE_XRT_CFG_XP,NUMBER,18,3,금액
339,1년신규담보대출건수내용,Y1_NW_MGE_LD_CNT_CONE,VARCHAR2,20,,내용
340,1년신규대출건수내용,Y1_NW_LD_CNT_CONE,VARCHAR2,20,,내용
341,1년신규대출총잔액내용,Y1_NW_LD_TOT_BBL_CONE,VARCHAR2,20,,내용
342,1년신규신협대출기관건수내용,Y1_NW_CU_LD_IST_CNT_CONE,VARCHAR2,20,,내용
343,1년신규연체대환건수내용,Y1_NW_DECY_RLN_CNT_CONE,VARCHAR2,20,,내용
344,1년신규일시상환건수내용,Y1_NW_LSR_CNT_CONE,VARCHAR2,20,,내용
345,1년신규조합기관건수내용,Y1_NW_ASON_IST_CNT_CONE,VARCHAR2,20,,내용
346,1년신규총대출금내용,Y1_NW_TOT_LOMY_CONE,VARCHAR2,20,,내용
347,1년신규카드대출건수내용,Y1_NW_CAD_LD_CNT_CONE,VARCHAR2,20,,내용
348,1년신용카드현금서비스기관사용내용,Y1_CRC_CAV_IST_USE_CONE,VARCHAR2,20,,내용
349,1년연체30일60일연체내용,Y1_DECY_D30_D60_DECY_CONE,VARCHAR2,20,,내용
350,1년연체60일90일연체내용,Y1_DECY_D60_D90_DECY_CONE,VARCHAR2,20,,내용
351,1년유지율,Y1_MATN_RT,NUMBER,8,5,율/비율
352,1년은행대출기관건수내용,Y1_BNK_LD_IST_CNT_CONE,VARCHAR2,20,,내용
353,1년은행명,Y1_BNK_NM,VARCHAR2,60,,명칭
354,1년이내기본상환수수료율,WIY1_BSC_REPA_FEE_RT,NUMBER,8,5,율/비율
355,1년이내기준통화환산금액,WIY1_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
356,1년이내기타업종신용정보조회건수,WIY1_ETC_TOB_CRD_INF_INQ_CNT,NUMBER,10,,수
357,1년이내기타조회건수내용,WIY1_ETC_INQ_CNT_CONE,VARCHAR2,20,,내용
358,1년이내대출기관건수내용,WIY1_LD_IST_CNT_CONE,VARCHAR2,20,,내용
359,1년이내만기금액,WIY1_XRT_AMT,NUMBER,18,3,금액
360,1년이내보험신용정보조회건수,WIY1_ISR_CRD_INF_INQ_CNT,NUMBER,10,,수
361,1년이내보험조회건수내용,WIY1_ISR_INQ_CNT_CONE,VARCHAR2,20,,내용
362,1년이내상환계획금액,WIY1_REPA_PLN_AMT,NUMBER,18,3,금액
363,1년이내상환계획이자,WIY1_REPA_PLN_INT,NUMBER,18,3,금액
364,1년이내상환금액,WIY1_REPA_AMT,NUMBER,18,3,금액
365,1년이내상환기준통화환산금액,WIY1_REPA_BSE_CUR_CVS_AMT,NUMBER,18,3,금액
366,1년이내상환원화환산금액,WIY1_REPA_WONC_AMT,NUMBER,18,,금액
367,1년이내시설자금만기도래건수,WIY1_FFD_XRT_ADV_CNT,NUMBER,3,,수
368,1년이내시설자금만기도래금액,WIY1_FFD_XRT_ADV_AMT,NUMBER,21,,금액
369,1년이내신용공여만기도래건수,WIY1_GOC_XRT_ADV_CNT,NUMBER,3,,수
370,1년이내신용공여만기도래금액,WIY1_GOC_XRT_ADV_AMT,NUMBER,21,,금액
371,1년이내신용리스크율,WIY1_CRD_RISK_RT,NUMBER,8,5,율/비율
372,1년이내신용정보조회건수,WIY1_CRD_INF_INQ_CNT,NUMBER,10,,수
373,1년이내연체건수90일이상내용,WIY1_DECY_CNT_D90_OVR_CONE,VARCHAR2,20,,내용
374,1년이내외화금액,WIY1_FC_AMT,NUMBER,18,3,금액
375,1년이내운전자금만기도래건수,WIY1_WFD_FUDS_XRT_ADV_CNT,NUMBER,3,,수
376,1년이내운전자금만기도래금액,WIY1_WFD_FUDS_XRT_ADV_AMT,NUMBER,21,,금액
377,1년이내원화금액,WIY1_WON_AMT,NUMBER,18,,금액
378,1년이내유지연체건수내용,WIY1_MATN_DECY_CNT_CONE,VARCHAR2,20,,내용
379,1년이내은행신용정보조회건수,WIY1_BNK_CRD_INF_INQ_CNT,NUMBER,10,,수
380,1년이내은행조회건수내용,WIY1_BNK_INQ_CNT_CONE,VARCHAR2,20,,내용
381,1년이내자본비율,WIY1_CPIT_RATO,NUMBER,8,5,율/비율
382,1년이내저축은행신용정보조회건수,WIY1_SVB_CRD_INF_INQ_CNT,NUMBER,10,,수
383,1년이내저축은행조회건수내용,WIY1_SVB_INQ_CNT_CONE,VARCHAR2,20,,내용
384,1년이내조회건수내용,WIY1_INQ_CNT_CONE,VARCHAR2,20,,내용
385,1년이내조회기관건수내용,WIY1_INQ_IST_CNT_CONE,VARCHAR2,20,,내용
386,1년이내총대출금액내용,WIY1_TOT_LD_AMT_CONE,VARCHAR2,20,,내용
387,1년이내추가마진율,WIY1_APN_MG_RT,NUMBER,8,5,율/비율
388,1년이내추가상환수수료율,WIY1_APN_REPA_FEE_RT,NUMBER,8,5,율/비율
389,1년이내카드신용정보조회건수,WIY1_CAD_CRD_INF_INQ_CNT,NUMBER,10,,수
390,1년이내카드조회건수내용,WIY1_CAD_INQ_CNT_CONE,VARCHAR2,20,,내용
391,1년이내한국신용정보조회건수내용,WIY1_NICE_INQ_CNT_CONE,VARCHAR2,20,,내용
392,1년이내할부금융신용정보조회건수,WIY1_IFN_CRD_INF_INQ_CNT,NUMBER,10,,수
393,1년이내할부금융조회건수내용,WIY1_IFN_INQ_CNT_CONE,VARCHAR2,20,,내용
394,1년이상금액,OVY1_AMT,NUMBER,18,3,금액
395,1년이상이자,OVY1_INT,NUMBER,18,3,금액
396,1년이하금액,Y1_BLW_AMT,NUMBER,18,3,금액
397,1년이하여신금액,Y1_BLW_LN_AMT,NUMBER,18,3,금액
398,1년이하이자,Y1_BLW_INT,NUMBER,18,3,금액
399,1년일시상환대출약정금액내용,Y1_LSR_LD_MCTC_AMT_CONE,VARCHAR2,20,,내용
400,1년저축은행대출기관건수내용,Y1_SVB_LD_IST_CNT_CONE,VARCHAR2,20,,내용
401,1년전거래여부,Y1_BF_TR_YN,VARCHAR2,1,,여부
402,1년전그룹수,Y1_BF_GRP_NBR,NUMBER,10,,수
403,1년전근속1년수,Y1_BF_CSV_Y1_NBR,NUMBER,10,,수
404,1년전근속2년수,Y1_BF_CSV_Y2_NBR,NUMBER,10,,수
405,1년전근속3년수,Y1_BF_CSV_Y3_NBR,NUMBER,10,,수
406,1년전근속수,Y1_BF_CSV_NBR,NUMBER,10,,수
407,1년전금리,Y1_BF_IRT,NUMBER,8,5,율/비율
408,1년전금리차이적용금리,Y1_BF_IRT_DFF_ALY_IRT,NUMBER,8,5,율/비율
409,1년전기말인원수,Y1_BEOT_NOP_NBR,NUMBER,8,,수
410,1년전기시인원수,Y1_BF_BGPR_NOP_NBR,NUMBER,8,,수
411,1년전기표외화금액,Y1_BF_BLT_FC_AMT,NUMBER,18,3,금액
412,1년전기표원화금액,Y1_BF_BLT_WON_AMT,NUMBER,18,3,금액
413,1년전당기금액,Y1_BF_TTR_AMT,NUMBER,18,,금액
414,1년전당행금액,Y1_BF_TBN_AMT,NUMBER,18,3,금액
415,1년전대비금리변동값,Y1_BF_CPR_IRT_FLX_VL,NUMBER,18,6,수
416,1년전대비금리변동성값,Y1_BF_CPR_IRT_VLTL_VL,NUMBER,18,3,수
417,1년전대비금리변동성적용금리,Y1_BF_CPR_IRT_VLTL_ALY_IRT,NUMBER,8,5,율/비율
418,1년전대비금리차이값,Y1_BF_CPR_IRT_DFF_VL,NUMBER,18,6,수
419,1년전비율,Y1_BF_RATO,NUMBER,8,5,율/비율
420,1년전신규인원수,Y1_BF_NW_NOP_NBR,NUMBER,8,,수
421,1년전신규퇴직인원수,Y1_BF_NW_RTM_NOP_NBR,NUMBER,8,,수
422,1년전여신금액,Y1_BF_LN_AMT,NUMBER,18,3,금액
423,1년전외국환실적금액,Y1_BF_FRGN_MNYD_RSL_AMT,NUMBER,18,3,금액
424,1년전외환실적금액,Y1_BF_FXC_RSL_AMT,NUMBER,18,3,금액
425,1년전일자,Y1_BF_DT,VARCHAR2,8,,날짜
426,1년전자금세탁방지정량지표기준일자,Y1_BF_AML_FXQ_DTP_BSE_DT,VARCHAR2,8,,날짜
427,1년전재무순위기준연도,Y1_BF_FAF_RKG_BSE_YY,VARCHAR2,4,,날짜
428,1년전재무순위일련번호,Y1_BF_FAF_RKG_SNO,NUMBER,9,,일련번호
429,1년전재무순위항목값,Y1_BF_FAF_RKG_ITM_VL,NUMBER,18,3,수
430,1년전재무항목값,Y1_BF_FAF_ITM_VL,NUMBER,29,6,수
431,1년전주주총회주주참석비율,Y1_BF_GMS_SHR_ATTN_RATO,NUMBER,9,4,율/비율
432,1년전타행금액,Y1_BF_OBK_AMT,NUMBER,18,3,금액
433,1년전퇴직인원수,Y1_BF_RTM_NOP_NBR,NUMBER,8,,수
434,1년전합계금액,Y1_BF_ADU_AMT,NUMBER,18,3,금액
435,1년초과1년6개월이하금액,Y1_XCS_Y1_M6_BLW_AMT,NUMBER,18,3,금액
436,1년초과2년이하금액,Y1_XCS_Y2_BLW_AMT,NUMBER,18,3,금액
437,1년초과3년이하금액,Y1_XCS_Y3_BLW_AMT,NUMBER,18,3,금액
438,1년초과금액,Y1_XCS_AMT,NUMBER,18,3,금액
439,1년초과여부,Y1_XCS_YN,VARCHAR2,1,,여부
440,1년초과이자,Y1_XCS_INT,NUMBER,18,3,금액
441,1년최고연체금액내용,Y1_MHN_DECY_AMT_CONE,VARCHAR2,20,,내용
442,1년최대결과값,Y1_MXM_RLT_VL,NUMBER,30,6,수
443,1년최소결과값,Y1_MNM_RLT_VL,NUMBER,30,6,수
444,1년최장연체일수내용,Y1_LGS_DECY_DDS_CONE,VARCHAR2,20,,내용
445,1년카드대출기관건수내용,Y1_CAD_LD_IST_CNT_CONE,VARCHAR2,20,,내용
446,1년카드총대출금액내용,Y1_CAD_TOT_LD_AMT_CONE,VARCHAR2,20,,내용
447,1년카드최장연체일수내용,Y1_CAD_LGS_DECY_DDS_CONE,VARCHAR2,20,,내용
448,1년펀드수익률,Y1_FND_ERN_RT,NUMBER,11,6,율/비율
449,1년한도대출건수내용,Y1_LMT_LD_CNT_CONE,VARCHAR2,20,,내용
450,1년한도대출약정총액내용,Y1_LMT_LD_MCTC_TTAM_CONE,VARCHAR2,20,,내용
451,1년할부금융대출기관건수내용,Y1_IFN_LD_IST_CNT_CONE,VARCHAR2,20,,내용
452,1년현금서비스율80퍼센트개월건수내용,Y1_CAV_RT_P80_MH_CNT_CONE,VARCHAR2,20,,내용
453,1년후상환금액,Y1_AF_REPA_AMT,NUMBER,18,3,금액
454,1단계비밀번호일치여부미확인번호,ST1_PWD_ARD_YN_UCF_NO,VARCHAR2,2,,번호
455,1단계유동성기준구분여부,ST1_LQT_BSE_DTT_YN,VARCHAR2,1,,여부
456,1단계지분출자관계유형여부,ST1_QTA_INVT_REL_TP_YN,VARCHAR2,1,,여부
457,1단계카테고리명,ST1_CTG_NM,VARCHAR2,300,,명칭
458,1레벨VOC원인ID,LV1_VOC_CAS_ID,VARCHAR2,4,,ID
459,1레벨계정과목명,LV1_ASJ_NM,VARCHAR2,100,,명칭
460,1레벨계정과목코드,LV1_ASJ_C,VARCHAR2,11,,코드
461,1레벨금융감독원계정과목코드,LV1_FSS_ASJ_C,VARCHAR2,7,,코드
462,1레벨내부거래회계상품구분코드,LV1_ITN_TR_FSC_PRD_TC,VARCHAR2,13,,코드
463,1레벨상위계정과목명,LV1_HRK_ASJ_NM,VARCHAR2,200,,명칭
464,1레벨상위계정과목코드,LV1_HRK_ASJ_C,VARCHAR2,11,,코드
465,1레벨상위관리회계계정코드,LV1_HRK_MNG_FSC_ATS_C,VARCHAR2,15,,코드
466,1레벨상위상품코드,LV1_HRK_PRD_C,VARCHAR2,12,,코드
467,1레벨운영리스크사건ID,LV1_OPRG_RISK_HPN_ID,VARCHAR2,6,,ID
468,1레벨운영리스크원인ID,LV1_OPRG_RISK_CAS_ID,VARCHAR2,4,,ID
469,1레벨위험영역구분코드,LV1_RSK_PVC_TC,VARCHAR2,3,,코드
470,1레벨유동성항목분류코드,LV1_LQT_ITM_CLSF_C,VARCHAR2,4,,코드
471,1레벨자금세탁방지업무프로세스ID,LV1_AML_BZ_PRC_ID,VARCHAR2,8,,ID
472,1레벨자금세탁방지통제팩터코드,LV1_AML_CNTL_FCT_C,VARCHAR2,4,,코드
473,1레벨자산차감금액,LV1_AST_SBT_AMT,NUMBER,18,3,금액
474,1레벨자회사계정과목코드,LV1_SDC_ASJ_C,VARCHAR2,20,,코드
475,1레벨차감후이전제한금액,LV1_SBT_AF_MVG_RTC_AMT,NUMBER,18,3,금액
476,1레벨표준산업분류명,LV1_STD_IDS_CLSF_NM,VARCHAR2,255,,명칭
477,1레벨표준산업분류코드,LV1_STD_IDS_CLSF_C,VARCHAR2,6,,코드
478,1레벨프로세스ID,LV1_PRC_ID,VARCHAR2,12,,ID
479,1레벨한국은행계정과목ID,LV1_BOK_ASJ_ID,VARCHAR2,8,,ID
480,1만원매수,TW10_NOSH,NUMBER,10,,수
481,1번교육일자,N1_EDU_DT,VARCHAR2,8,,날짜
482,1번구간위험가중치,N1_SCTN_RSK_WERE,NUMBER,3,,수
483,1번구간재무이상치예외적용계산식,N1_SCTN_FAV_XCP_ALY_CLF,VARCHAR2,2000,,내용
484,1번그리드정렬위치값,N1_GRID_SOT_POS_VL,NUMBER,3,,수
485,1번녹색금융키워드구분코드,N1_GREEN_FNN_KWD_TC,VARCHAR2,2,,코드
486,1번녹색금융키워드구분코드명,N1_GREEN_FNN_KWD_TC_NM,VARCHAR2,200,,명칭
487,1번녹색분류체계분야명,N1_GREEN_CLSF_SYS_FLD_NM,VARCHAR2,200,,명칭
488,1번녹색분류체계분야코드명,N1_GREEN_CLSF_SYS_FLD_C_NM,VARCHAR2,4,,명칭
489,1번녹색분류체계유형명,N1_GREEN_CLSF_SYS_TP_NM,VARCHAR2,200,,명칭
490,1번녹색분류체계유형코드명,N1_GREEN_CLSF_SYS_TP_C_NM,VARCHAR2,4,,명칭
491,1번녹색분류체계일련번호,N1_GREEN_CLSF_SYS_SNO,NUMBER,9,,일련번호
492,1번녹색분류체계활동명,N1_GREEN_CLSF_SYS_ACY_NM,VARCHAR2,500,,명칭
493,1번녹색분류체계활동코드명,N1_GREEN_CLSF_SYS_ACY_C_NM,VARCHAR2,4,,명칭
494,1번녹색중점분야명,N1_GREEN_IPC_FLD_NM,VARCHAR2,200,,명칭
495,1번녹색환경목표명,N1_GREEN_ENV_GL_NM,VARCHAR2,200,,명칭
496,1번동일고객확인유형코드,N1_SME_CST_CNFM_TP_C,VARCHAR2,2,,코드
497,1번디자인설명,N1_DEG_DES,VARCHAR2,300,,내용
498,1번랜카드IP,N1_LAN_CAD_IP,VARCHAR2,20,,내용
499,1번랜카드MAC,N1_LAN_CAD_MAC,VARCHAR2,17,,ID
500,1번명함용지설명,N1_BSCD_PAP_DES,VARCHAR2,300,,내용
501,1번별도연결COA명,N1_XTR_LNK_COA_NM,VARCHAR2,100,,명칭
502,1번별도연결COA코드,N1_XTR_LNK_COA_C,VARCHAR2,20,,코드
503,1번보훈번호,N1_PNV_NO,VARCHAR2,2,,번호
504,1번소득공제확인서발급번호,N1_IDT_CFW_ISN_NO,VARCHAR2,10,,번호
505,1번응답유형코드,N1_RPD_TP_C,VARCHAR2,3,,코드
506,1번이미지경로,N1_IMG_PTH,VARCHAR2,300,,내용
507,1번장부가,N1_ABK_PR,NUMBER,18,,금액
508,1번주석공시계정속성코드,N1_CMT_PNC_ATS_ATR_C,VARCHAR2,4,,코드
509,1번첨부파일명,N1_APG_FL_NM,VARCHAR2,200,,명칭
510,1번판매자교육희망시분,N1_SLER_EDU_HP_HM,VARCHAR2,4,,날짜
511,1분고가가격,MIN1_HPR_PR,NUMBER,18,3,금액
512,1분기재무제표계산식,QT1_FNS_CLF,VARCHAR2,2000,,내용
513,1분시가가격,MIN1_MKPR_PR,NUMBER,18,3,금액
514,1분저가가격,MIN1_LOWP_PR,NUMBER,18,3,금액
515,1분체결TICK수,MIN1_CNCL_TCK_NBR,NUMBER,10,,수
516,1분체결금액,MIN1_CNCL_AMT,NUMBER,18,,금액
517,1분체결수량,MIN1_CNCL_QTY,NUMBER,10,,단위
518,1세대1통장여부,HD1_BB1_YN,VARCHAR2,1,,여부
519,1순위감정가격,RK1_APSL_PR,NUMBER,18,3,금액
520,1순위개시후연금예상수령내용,RK1_OPG_AF_PNS_ATP_RCV_CONE,VARCHAR2,500,,내용
521,1순위보증금액,RK1_GRT_AMT,NUMBER,18,,금액
522,1순위심사자배분기준코드,RK1_IPR_ARM_BSE_C,VARCHAR2,2,,코드
523,1순위책임사용자ID,RK1_RSP_USID,VARCHAR2,14,,ID
524,1십만원매수,HTW1_NOSH,NUMBER,10,,수
525,1월고객기여도등급코드,JAN_CST_CDG_GR_C,VARCHAR2,1,,코드
526,1월납입금액,JAN_PAIN_AMT,NUMBER,24,6,금액
527,1월납입일,JAN_PAIN_DD,VARCHAR2,2,,날짜
528,1월납입일자,JAN_PAIN_DT,VARCHAR2,8,,날짜
529,1월물금리,VM1_IRT,NUMBER,8,5,율/비율
530,1월수출실적자사금액,JAN_EXP_RSL_OCM_AMT,NUMBER,18,3,금액
531,1월수출실적타사금액,JAN_EXP_RSL_OCP_AMT,NUMBER,18,3,금액
532,1월수출실적합계금액,JAN_EXP_RSL_ADU_AMT,NUMBER,18,3,금액
533,1월이자상환금액,JAN_INT_REPA_AMT,NUMBER,18,3,금액
534,1월이자상환일자,JAN_INT_REPA_DT,VARCHAR2,8,,날짜
535,1월집계금액,JAN_TLZ_AMT,NUMBER,18,3,금액
536,1월합계건수,JAN_ADU_CNT,NUMBER,10,,수
537,1인당약물사용중량값,PCA_DRG_USE_WEG_VL,NUMBER,18,3,수
538,1일PL기초금액,D1_PL_BAS_AMT,NUMBER,18,3,금액
539,1일PL누적조정금액,D1_PL_ACM_ADJ_AMT,NUMBER,18,3,금액
540,1일PL상각금액,D1_PL_AMR_AMT,NUMBER,18,3,금액
541,1일PL설정금액,D1_PL_SUP_AMT,NUMBER,18,3,금액
542,1일PL설정일자,D1_PL_SUP_DT,VARCHAR2,8,,날짜
543,1일PL조정금액,D1_PL_ADJ_AMT,NUMBER,18,3,금액
544,1일결제한도금액,D1_STM_LMT_AMT,NUMBER,18,,금액
545,1일구매한도금액,D1_PUE_LMT_AMT,NUMBER,18,,금액
546,1일물금리,VD1_IRT,NUMBER,8,5,율/비율
547,1일물자릿수,VD1_CPH,NUMBER,2,,수
548,1일선도환율,D1_LDR_XCR,NUMBER,11,6,율/비율
549,1일승인금액,D1_APV_AMT,NUMBER,18,,금액
550,1일엔화예금대미환산금액,D1_JPY_DETS_TOUS_CVS_AMT,NUMBER,24,6,금액
551,1일외화예금대미환산금액,D1_FC_DETS_TOUS_CVS_AMT,NUMBER,24,6,금액
552,1일이체누적금액,D1_TFR_ACM_AMT,NUMBER,18,3,금액
553,1일이체한도금액,D1_TFR_LMT_AMT,NUMBER,18,3,금액
554,1일이체한도외화금액,D1_TFR_LMT_FC_AMT,NUMBER,18,3,금액
555,1일이체한도요청금액,D1_TFR_LMT_REQ_AMT,NUMBER,18,3,금액
556,1일이체합계금액,D1_TFR_ADU_AMT,NUMBER,18,3,금액
557,1일인출한도금액,D1_WDR_LMT_AMT,NUMBER,18,,금액
558,1일잔돈적립한도금액,D1_SMCH_RSV_LMT_AMT,NUMBER,18,,금액
559,1일전결한도외화금액,D1_XCD_LMT_FC_AMT,NUMBER,18,3,금액
560,1일전결한도원화금액,D1_XCD_LMT_WON_AMT,NUMBER,18,3,금액
561,1일전결합계금액,D1_XCD_ADU_AMT,NUMBER,18,3,금액
562,1일집계금액,D1_TLZ_AMT,NUMBER,18,3,금액
563,1일차집계금액,SD1_TLZ_AMT,NUMBER,18,3,금액
564,1일총인출금액,D1_TOT_WDR_AMT,NUMBER,18,,금액
565,1일추심한도금액,D1_CLT_LMT_AMT,NUMBER,18,3,금액
566,1일출금한도금액,D1_WIW_LMT_AMT,NUMBER,18,,금액
567,1일한도사용일자,D1_LMT_USE_DT,VARCHAR2,8,,날짜
568,1일흡연수량,D1_SMKG_QTY,NUMBER,3,,단위
569,1종수익권상품명,CL1_PFRH_PRD_NM,VARCHAR2,100,,명칭
570,1종수익권유동화회사번호,CL1_PFRH_FLZ_CPN_NO,VARCHAR2,7,,번호
571,1종수익권인수금액,CL1_PFRH_UDW_AMT,NUMBER,18,3,금액
572,1종수익권통화코드,CL1_PFRH_CUR_C,VARCHAR2,3,,코드
573,1종주의사고건수,CL1_CAU_ACD_CNT,NUMBER,10,,수
574,1종주의코드건수,CL1_CAU_C_CNT,NUMBER,10,,수
575,1좌수기준외국납부세액,STCN1_BSE_FRGN_PYM_TX,NUMBER,30,15,금액
576,1주당금액,PSH_AMT,NUMBER,18,,금액
577,1주당금액등기일자,PSH_AMT_RGS_DT,VARCHAR2,8,,날짜
578,1주당금액변경일자,PSH_AMT_CHG_DT,VARCHAR2,8,,날짜
579,1주당단가,PSH_UPR,NUMBER,18,3,금액
580,1주당발행가,PSH_PUB_PR,NUMBER,18,3,금액
581,1주당순이익구분코드,PSH_NPFT_TC,VARCHAR2,1,,코드
582,1주당순이익금액,PSH_NPFT_AMT,NUMBER,18,3,금액
583,1주당액면가,PSH_PAR_PR,NUMBER,18,3,금액
584,1주당의결권수량,PSH_VTR_QTY,NUMBER,10,6,단위
585,1주일기간수익률,W1_TRM_ERN_RT,NUMBER,13,10,율/비율
586,1주일기간펀드수익률,W1_TRM_FND_ERN_RT,NUMBER,11,6,율/비율
587,1주일누적수익률,W1_ACM_ERN_RT,NUMBER,13,10,율/비율
588,1주일선도환율,W1_LDR_XCR,NUMBER,11,6,율/비율
589,1주일수익률,W1_ERN_RT,NUMBER,13,10,율/비율
590,1주일펀드수익률,W1_FND_ERN_RT,NUMBER,11,6,율/비율
591,1주일평균종가원화환산금액,W1_AVR_EDPR_WONC_AMT,NUMBER,18,,금액
592,1주차집계금액,SW1_TLZ_AMT,NUMBER,18,3,금액
593,1주후예상금액,AW1_ATP_AMT,NUMBER,18,3,금액
594,1차2군계좌보유은행주소,SQ1_GR_ACT_HLD_BNK_ADDR,VARCHAR2,200,,연락처
595,1차2군발주은행주소,SQ1_GR_ODR_BNK_ADDR,VARCHAR2,200,,연락처
596,1차2군중계은행주소,SQ1_GR_RLY_BNK_ADDR,VARCHAR2,200,,연락처
597,1차BIC주소,SQ1_BIC_ADDR,VARCHAR2,300,,연락처
598,1차IP,SQ1_IP,VARCHAR2,20,,내용
599,1차KYC거절기타사유,SQ1_KYC_RJT_ETC_RSN,VARCHAR2,600,,내용
600,1차KYC거절사유구분코드,SQ1_KYC_RJT_RSN_TC,VARCHAR2,2,,코드
601,1차KYC거절일련번호,SQ1_KYC_RJT_SNO,NUMBER,9,,일련번호
602,1차KYC거절일시,SQ1_KYC_RJT_DTM,DATE,,,날짜
603,1차KYC승인결과코드,SQ1_KYC_APV_RLT_C,VARCHAR2,2,,코드
604,1차KYC승인사용자ID,SQ1_KYC_APV_USID,VARCHAR2,14,,ID
605,1차KYC승인상세설명,SQ1_KYC_APV_DTL_DES,VARCHAR2,300,,내용
606,1차KYC승인요청사용자ID,SQ1_KYC_APV_REQ_USID,VARCHAR2,14,,ID
607,1차KYC승인요청일시,SQ1_KYC_APV_REQ_DTM,DATE,,,날짜
608,1차KYC승인일시,SQ1_KYC_APV_DTM,DATE,,,날짜
609,1차MAC주소,SQ1_MAC_ADDR,VARCHAR2,20,,연락처
610,1차RTO코드,SQ1_RTO_C,VARCHAR2,3,,코드
611,1차거래일련번호,SQ1_TR_SNO,NUMBER,9,,일련번호
612,1차거래일자,SQ1_TR_DT,VARCHAR2,8,,날짜
613,1차결재정보내용,SQ1_DCD_INF_CONE,VARCHAR2,20,,내용
614,1차결제계좌보유기관명주소,SQ1_STM_ACT_HLD_IST_NM_ADDR,VARCHAR2,200,,연락처
615,1차결제이미지업무구분코드,SQ1_STM_IMG_BZ_TC,VARCHAR2,6,,코드
616,1차고객번호,SQ1_CNO,VARCHAR2,8,,번호
617,1차고객의견상세유형코드,SQ1_VOC_DTL_TP_C,VARCHAR2,3,,코드
618,1차고객의견유형코드,SQ1_VOC_TP_C,VARCHAR2,3,,코드
619,1차글로벌발송DEPO은행주소,SQ1_GBL_SD_DEPO_BNK_ADDR,VARCHAR2,200,,연락처
620,1차글로벌발주은행주소,SQ1_GBL_ODR_BNK_ADDR,VARCHAR2,200,,연락처
621,1차글로벌송금계좌보유금융기관주소,SQ1_GBL_RMI_ACT_HLD_FIT_ADDR,VARCHAR2,200,,연락처
622,1차글로벌송금발송기관주소,SQ1_GBL_RMI_SD_IST_ADDR,VARCHAR2,50,,연락처
623,1차글로벌수취DEPO은행주소,SQ1_GBL_RECV_DEPO_BNK_ADDR,VARCHAR2,200,,연락처
624,1차글로벌책임자결재상태코드,SQ1_GBL_RSPR_DCD_STS_C,VARCHAR2,2,,코드
625,1차글로벌환어음발행인주소,SQ1_GBL_BFX_PBPR_ADDR,VARCHAR2,50,,연락처
626,1차글로벌환어음지급인주소,SQ1_GBL_BFX_PASN_ADDR,VARCHAR2,50,,연락처
627,1차금리기간월수,SQ1_IRT_TRM_MM_NBR,NUMBER,10,,수
628,1차단계명,SQ1_STG_NM,VARCHAR2,100,,명칭
629,1차당행결제은행명주소,SQ1_TBN_STM_BNK_NM_ADDR,VARCHAR2,200,,연락처
630,1차리베이트율,SQ1_RBT_RT,NUMBER,8,5,율/비율
631,1차매각일자,SQ1_SLN_DT,VARCHAR2,8,,날짜
632,1차명부추가번호,SQ1_RON_APN_NO,VARCHAR2,3,,번호
633,1차문제유형코드,SQ1_PLM_TP_C,VARCHAR2,2,,코드
634,1차미국은행협회주소,SQ1_ABA_ADDR,VARCHAR2,50,,연락처
635,1차반기항목값,SQ1_HY_ITM_VL,NUMBER,28,10,수
636,1차반복총길이,SQ1_RPE_TOT_LEN,NUMBER,4,,단위
637,1차반복컬럼수,SQ1_RPE_COL_NBR,NUMBER,4,,수
638,1차반복행수,SQ1_RPE_ROW_NBR,NUMBER,3,,수
